,product_index,product_type,product_brand,product_name,product_price,average_rate,no_of_rates,seller,website
10,S1103001_S_iphone8_64P_GOLD,smartphone,APPLE 蘋果,"香港行貨 2018 iPhone 8 5.5""金色 64GB",6888.0,0.0,0,Smart-Living,https://www.hktvmall.com/hktv/zh/main/Smart-Living/s/S1103001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/香港行貨-2018-iPhone-8-55金色-64GB/p/S1103001_S_iphone8_64P_GOLD
11,H5300001_S_AOEGM19008-256GBGY,smartphone,一加,OnePlus 7 8GB+256GB 灰色（平行進口）,3799.0,0.0,0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/OnePlus-7-8GB256GB-灰色平行進口/p/H5300001_S_AOEGM19008-256GBGY
12,H0972006_S_Power6_BU,smartphone,Ulefone,"Power 6 - 6350mAh 特大電量 / 6.3"" FHD+ / NFC / Android 9.0",1549.0,0.0,0,ASK-Gadgets,https://www.hktvmall.com/hktv/zh/main/ASK-Gadgets/s/H0972006/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Power-6-6350mAh-特大電量-63-FHD-NFC-Android-90/p/H0972006_S_Power6_BU
13,H5912001_S_T0040,smartphone,聯想,Tab 3 7 Essential TB-7304F 1GB+8GB (香港行貨),699.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Tab-3-7-Essential-TB7304F-1GB8GB-香港行貨/p/H5912001_S_T0040
14,H5300001_S_ALGV405EBW6-128GBNPGY,smartphone,LG,V40 ThinQ 6GB+128GB 鉑鋼灰（平行進口）,3799.0,5.0,1,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/V40-ThinQ-6GB128GB-鉑鋼灰平行進口/p/H5300001_S_ALGV405EBW6-128GBNPGY
15,H6588002_S_Samsung_A60_128_Orange_CN,smartphone,Samsung 三星,Galaxy A60 6GB/128GB A6060 橙色 (水貨),1998.0,0.0,0,盛逸百貨,https://www.hktvmall.com/hktv/zh/main/盛逸百貨/s/H6588002/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-A60-6GB128GB-A6060-橙色-水貨/p/H6588002_S_Samsung_A60_128_Orange_CN
16,H6588001_S_Sony_Xperia10Plus_Navy,smartphone,SONY,Xperia 10 Plus 6GB+64GB 軍藍色 香港行貨,2499.0,0.0,0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Xperia-10-Plus-6GB64GB-軍藍色-香港行貨/p/H6588001_S_Sony_Xperia10Plus_Navy
17,H5683001_S_P1399,smartphone,TSK,A800 長者平安折合式手機/特大鈴聲字體/原裝行貨一年保養/黑色,498.0,3.4,5,日本ASK數碼專門店,https://www.hktvmall.com/hktv/zh/main/日本ASK數碼專門店/s/H5683001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/A800-長者平安折合式手機特大鈴聲字體原裝行貨一年保養黑色/p/H5683001_S_P1399
18,H7007001_S_SAMN975256H01SV01,smartphone,三星,香港行貨(幻光)GALAXY NOTE 10+ N9750 12GB RAM 256GB ROM,7368.0,0.0,0,煒信電信電子科技公司,https://www.hktvmall.com/hktv/zh/main/煒信電信電子科技公司/s/H7007001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/香港行貨幻光GALAXY-NOTE-10-N9750-12GB-RAM-256GB-ROM/p/H7007001_S_SAMN975256H01SV01
19,H0775001_S_AL01BLK,smartphone,Alcatel,Shine Lite 4G LTE智能電話(黑),699.0,0.0,0,DCONE,https://www.hktvmall.com/hktv/zh/main/DCONE/s/H0775001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Shine-Lite-4G-LTE智能電話黑/p/H0775001_S_AL01BLK
20,H6588001_S_Samsung_A70_6_White,smartphone,三星,Galaxy A70 6GB+128GB 白色 香港行貨,2699.0,5.0,1,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-A70-6GB128GB-白色-香港行貨/p/H6588001_S_Samsung_A70_6_White
21,H6588001_S_Oppo_Reno_6_256_Black,smartphone,OPPO,Reno 6GB+256GB 極夜黑色 平行進口 中國版,2899.0,0.0,0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Reno-6GB256GB-極夜黑色-平行進口-中國版/p/H6588001_S_Oppo_Reno_6_256_Black
22,H6588001_S_Huawei_Y9_Prime_2019_Blue,smartphone,Huawei,Y9 Prime 2019 4GB+128GB 藍色 香港行貨,1699.0,0.0,0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Y9-Prime-2019-4GB128GB-藍色-香港行貨/p/H6588001_S_Huawei_Y9_Prime_2019_Blue
23,H6588001_S_Huawei_Y6_Prime_2018_Blue,smartphone,Huawei,Y6 Prime 2018 3GB+32GB 藍色 香港行貨,1099.0,0.0,0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Y6-Prime-2018-3GB32GB-藍色-香港行貨/p/H6588001_S_Huawei_Y6_Prime_2018_Blue
24,H0775004_S_XT1770_GD,smartphone,Motorola,Moto E4Plus XT1770 3+32G 智能電話 高質陳列品  (金),788.0,0.0,0,HKTVmall-Outlet,https://www.hktvmall.com/hktv/zh/main/HKTVmall-Outlet/s/H1137001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Moto-E4Plus-XT1770-332G-智能電話-高質陳列品-金/p/H0775004_S_XT1770_GD
25,H5912001_S_VI0017-bk,smartphone,vivo,Y91c 2+32GB-黑（香港行貨）,1048.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Y91c-232GB黑香港行貨/p/H5912001_S_VI0017-bk
26,H6588001_S_Samsung_Note10P_256_Black,smartphone,三星,Galaxy Note 10+ 12GB+256GB N9750 幻黑色 香港行貨,7399.0,0.0,0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-Note-10-12GB256GB-N9750-幻黑色-香港行貨/p/H6588001_S_Samsung_Note10P_256_Black
27,H5912001_S_Xa0065,smartphone,小米,紅米 7 3+64GB-黑（香港行貨）,1399.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/紅米-7-364GB黑香港行貨/p/H5912001_S_Xa0065
28,H5912001_S_Ca0001,smartphone,CAT,B30（香港行貨）,660.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/B30香港行貨/p/H5912001_S_Ca0001
29,H0972006_S_Honor_10_Black,smartphone,Huawei,HONOR 10 AI 雙鏡頭拍攝手機 (128GB) (原裝行貨) (幻夜黑),1999.0,5.0,1,ASK-Gadgets,https://www.hktvmall.com/hktv/zh/main/ASK-Gadgets/s/H0972006/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/HONOR-10-AI-雙鏡頭拍攝手機-128GB-原裝行貨-幻夜黑/p/H0972006_S_Honor_10_Black
30,H5300001_S_ASAG88706-128GBB,smartphone,三星,Galaxy A8s 6GB+128GB 漸變藍（平行進口）,2299.0,0.0,0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-A8s-6GB128GB-漸變藍平行進口/p/H5300001_S_ASAG88706-128GBB
31,H0775002_S_AL01BLK,smartphone,Alcatel,"Shine Lite 5"" 4G LTE智能電話(黑) - Alcatel",699.0,0.0,0,Suntec,https://www.hktvmall.com/hktv/zh/main/Suntec/s/H0775002/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Shine-Lite-5-4G-LTE智能電話黑-Alcatel/p/H0775002_S_AL01BLK
32,H0775022_S_rog_512,smartphone,Asus,電競手機 ROG Phone 512G ZS600KL  幻影黑,9198.0,0.0,0,Asus,https://www.hktvmall.com/hktv/zh/main/Asus/s/H0775022/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/電競手機-ROG-Phone-512G-ZS600KL-幻影黑/p/H0775022_S_rog_512
33,H6588001_S_Sony_Xperia_L3_Gold,smartphone,SONY,Xperia L3 3GB+32GB 金色 香港行貨,1399.0,0.0,0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Xperia-L3-3GB32GB-金色-香港行貨/p/H6588001_S_Sony_Xperia_L3_Gold
34,H5912001_S_SAM0030_be,smartphone,三星,GALAXY NOTE 8 DUAL 64GB N950FD（藍色）（平行進口）,4499.0,4.0,2,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/GALAXY-NOTE-8-DUAL-64GB-N950FD藍色平行進口/p/H5912001_S_SAM0030_be
35,H5393001_S_1001277,smartphone,NOKIA,8110 4G LTE 雙卡雙核2MP 手提智能電話 - 黑色（平行進貨）,579.0,1.0,1,GreenMac,https://www.hktvmall.com/hktv/zh/main/GreenMac/s/H5393001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/8110-4G-LTE-雙卡雙核2MP-手提智能電話-黑色平行進貨/p/H5393001_S_1001277
36,H0795001_S_CXX1238Q_B,smartphone,高崎,GOKI® CXX-1238 QC 3.0雙USB金屬移動電源10000mAh,152.6,0.0,0,高崎,https://www.hktvmall.com/hktv/zh/main/高崎/s/H0795001/電子電器/電子電器/手機及平板電腦/手機周邊配件/移動電源/GOKI-CXX1238-QC-30雙USB金屬移動電源10000mAh/p/H0795001_S_CXX1238Q_B
37,H5683001_S_P1869,smartphone,日本ASK,SP586 極速八核高配手機,2380.0,0.0,0,日本ASK數碼專門店,https://www.hktvmall.com/hktv/zh/main/日本ASK數碼專門店/s/H5683001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/SP586-極速八核高配手機/p/H5683001_S_P1869
38,H5982001_S_samsunga505128gbblack,smartphone,Samsung 三星,SAMSUNG A505 6gb ram +128gb Black 平行進口,2280.0,0.0,0,Xero,https://www.hktvmall.com/hktv/zh/main/Xero/s/H5982001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/SAMSUNG-A505-6gb-ram-128gb-Black-平行進口/p/H5982001_S_samsunga505128gbblack
39,H5912001_S_SAM0009_bk,smartphone,三星,GALAXY S9 DUAL 64GB G960FD 黑 (平行進口),4288.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/GALAXY-S9-DUAL-64GB-G960FD-黑-平行進口/p/H5912001_S_SAM0009_bk
40,H5300001_S_AOEGM19108-256GBNB,smartphone,一加,OnePlus 7 Pro 8GB+256GB 星雲藍（平行進口）,5599.0,0.0,0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/OnePlus-7-Pro-8GB256GB-星雲藍平行進口/p/H5300001_S_AOEGM19108-256GBNB
41,H5982001_S_catb30,smartphone,CATERPILLAR,Caterpillar CAT B30 香港行貨一年保養,600.0,3.0,2,Xero,https://www.hktvmall.com/hktv/zh/main/Xero/s/H5982001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Caterpillar-CAT-B30-香港行貨一年保養/p/H5982001_S_catb30
42,H6302001_S_w1000046,smartphone,NOKIA,8110 4G雙卡雙待雙核智能手機電話黑色,560.0,0.0,0,Worldwide-Store,https://www.hktvmall.com/hktv/zh/main/Worldwide-Store/s/H6302001/電子電器/電子電器/手機及平板電腦/手提電話/傳統手提電話/8110-4G雙卡雙待雙核智能手機電話黑色/p/H6302001_S_w1000046
43,H5982001_S_catS60,smartphone,CATERPILLAR,Caterpillar CAT S60 香港行貨一年保養,4080.0,0.0,0,Xero,https://www.hktvmall.com/hktv/zh/main/Xero/s/H5982001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Caterpillar-CAT-S60-香港行貨一年保養/p/H5982001_S_catS60
44,H7007001_S_SAMN975512H01SV01,smartphone,三星,香港行貨(幻光)GALAXY NOTE 10+ N9750 12GB RAM 512GB ROM,8448.0,0.0,0,煒信電信電子科技公司,https://www.hktvmall.com/hktv/zh/main/煒信電信電子科技公司/s/H7007001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/香港行貨幻光GALAXY-NOTE-10-N9750-12GB-RAM-512GB-ROM/p/H7007001_S_SAMN975512H01SV01
45,H0762001_S_galaxy-s10-g9730-8-512-bk-800270636,smartphone,三星,Galaxy S10 (G9730) (8GB+512GB),6938.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-S10-G9730-8GB512GB/p/H0762001_S_galaxy-s10-g9730-8-512-bk-800270636
46,H6588001_S_Huawei_P30Lite_Black,smartphone,Huawei,P30 Lite 6GB+128GB 黑色 香港行貨,2199.0,0.0,0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/P30-Lite-6GB128GB-黑色-香港行貨/p/H6588001_S_Huawei_P30Lite_Black
47,H5912001_S_SN0001,smartphone,SANYO,DMP-P8 iPod基座揚聲器(香港行貨),276.0,1.0,1,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/DMPP8-iPod基座揚聲器香港行貨/p/H5912001_S_SN0001
48,S1072001_S_Teledevice-DCT-5678,smartphone,Teledevice,DCT 數碼 室內 無線電話 來電顯示 黑色,202.0,0.0,0,GreatWallELE,https://www.hktvmall.com/hktv/zh/main/GreatWallELE/s/S1072001/電子電器/電子電器/家庭電器/室內電話/DCT-數碼-室內-無線電話-來電顯示-黑色/p/S1072001_S_Teledevice-DCT-5678
49,H5912001_S_LG0009,smartphone,LG,G7+ ThinQ LMG710EAW 128GB-黑（平行進口）,3099.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/G7-ThinQ-LMG710EAW-128GB黑平行進口/p/H5912001_S_LG0009
50,H0775004_S_C01528,smartphone,Motorola,XT1924-3 Moto E5 Plus 高級陳列品,899.0,0.0,0,HKTVmall-Outlet,https://www.hktvmall.com/hktv/zh/main/HKTVmall-Outlet/s/H1137001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/XT19243-Moto-E5-Plus-高級陳列品/p/H0775004_S_C01528
51,H5982001_S_cats41,smartphone,CATERPILLAR,Caterpillar CAT S41 香港行貨一年保養,3180.0,5.0,1,Xero,https://www.hktvmall.com/hktv/zh/main/Xero/s/H5982001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Caterpillar-CAT-S41-香港行貨一年保養/p/H5982001_S_cats41
52,H0710001_S_NS-ORG,smartphone,Bluelounge,多功能底座 iPad / 平板 / 手機 *橙色1個*,98.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/電子電器/電子電器/電腦及週邊設備/平板電腦/多功能底座-iPad-平板-手機-橙色1個/p/H0710001_S_NS-ORG
53,H5087001_S_hoda2302,smartphone,HODA,iPhone XR/ iPhone 11 防窺 9H鋼化玻璃保護貼 隱形滿版2.5D(附贈 DIY 工具包) hoda2302,168.0,0.0,0,月の光,https://www.hktvmall.com/hktv/zh/main/月の光/s/H5087001/電子電器/電子電器/手機及平板電腦/手機周邊配件/保護貼/iPhone-XR-iPhone-11-防窺-9H鋼化玻璃保護貼-隱形滿版25D附贈-DIY-工具包-hoda2302/p/H5087001_S_hoda2302
54,H0775022_S_rog_128,smartphone,Asus,電競手機 ROG Phone 128G ZS600KL 幻影黑,7398.0,0.0,0,Asus,https://www.hktvmall.com/hktv/zh/main/Asus/s/H0775022/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/電競手機-ROG-Phone-128G-ZS600KL-幻影黑/p/H0775022_S_rog_128
55,H0762001_S_galaxy-s10-plus-g9750-8-128-gr-800270643,smartphone,三星,Galaxy S10 Plus (G9750) (8GB+128GB),6238.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-S10-Plus-G9750-8GB128GB/p/H0762001_S_galaxy-s10-plus-g9750-8-128-gr-800270643
56,H5912001_S_MO0007_we,smartphone,Motorola,MOTO C PLUS（白色）(香港行貨),768.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/MOTO-C-PLUS白色香港行貨/p/H5912001_S_MO0007_we
57,H0972006_S_tc02,smartphone,MiraScreen,TC02 Type-C 轉HDMI 4K 影音轉接線 (可充電版),139.0,0.0,0,ASK-Super-Outlet,https://www.hktvmall.com/hktv/zh/main/ASK-Super-Outlet/s/H1142001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/TC02-TypeC-轉HDMI-4K-影音轉接線-可充電版/p/H0972006_S_tc02
58,H5300001_S_ASAA70508-128GBW,smartphone,三星,Galaxy A70 8GB+128GB 白色（平行進口）,2999.0,0.0,0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-A70-8GB128GB-白色平行進口/p/H5300001_S_ASAA70508-128GBW
59,H5912001_S_SAM0075-we,smartphone,三星,Galaxy Note 10+plus 12+256GB N9750-白（香港行货）,7588.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Galaxy-Note-10plus-12256GB-N9750白香港行货/p/H5912001_S_SAM0075-we
