,product_index,product_type,product_name,prodect_brand,price,avg_rating,total_comment,seller,website
0,10964124069,Tablet,APPLE IPAD AIR 10.5 64GB WIFI GOLD MUUL2ZP/A 平板電腦,APPLE,3699.0,5.0,215,香港蘇寧,https://product.hksuning.com/0000000000/10964124069.html
