,product_index,product_type,product_name,prodect_brand,price,avg_rating,total_comment,seller,website
0,10555754413,Tablet,Apple iPad Pro 11 1TB Wi-Fi Silver MTXW2ZP/A 平板電腦,Apple,11079.0,5.0,4,香港蘇寧,https://product.hksuning.com/0000000000/10555754413.html
